sim_to_OFF,sim_to_NOT,escaped
0.99538887,0.5494214,False
0.8586713,0.45054567,False
0.8873013,0.6452238,False
0.85749733,0.5635935,False
0.9322164,0.6816897,False
0.7981288,0.5722977,False
0.9637465,0.63566184,False
0.97942674,0.4524088,False
0.9995257,0.494206,False
0.95186466,0.6444726,False
0.8750874,0.5871726,False
0.97770864,0.526592,False
0.98217416,0.6397022,False
0.7336808,0.436639,False
0.821882,0.47089612,False
0.9880096,0.5648007,False
0.9994415,0.38231242,False
0.9849798,0.5665057,False
0.9989624,0.80283827,False
0.7920904,0.591673,False
0.9973873,0.62714744,False
0.99970996,0.6506809,False
0.90741956,0.42041257,False
0.9994601,0.52797204,False
0.8875359,0.5752669,False
0.9668033,0.7054438,False
0.8969435,0.52024615,False
0.9756483,0.591504,False
0.9604251,0.5476794,False
0.844231,0.4217557,False
0.9216991,0.5472274,False
0.9937943,0.43347567,False
0.9888898,0.6145003,False
0.9981662,0.49671817,False
0.94686973,0.449176,False
0.99947083,0.5586817,False
0.8951742,0.36381638,False
0.9803722,0.67896736,False
0.88410616,0.60630715,False
0.89659977,0.5578964,False
0.8617033,0.56981707,False
0.99411625,0.6398168,False
0.7697411,0.40388495,False
0.9971118,0.6019684,False
0.7391868,0.6102661,False
0.78014255,0.5991032,False
0.97467184,0.5039119,False
0.82789147,0.59625,False
0.91168886,0.62329084,False
0.8013698,0.46251592,False
0.9846902,0.6663915,False
0.9404833,0.6663755,False
0.9764108,0.4062351,False
0.8146422,0.4759567,False
0.993981,0.6474444,False
0.94072485,0.56080633,False
0.9929353,0.6167804,False
0.9321171,0.5201958,False
0.767707,0.47807872,False
0.82844543,0.5808077,False
0.9295715,0.63967794,False
0.77265406,0.4196086,False
0.80622995,0.56877285,False
0.8610378,0.5570742,False
0.97876143,0.5391689,False
0.81022954,0.4922106,False
0.9772817,0.71856195,False
0.9030408,0.5185027,False
0.7687129,0.5559024,False
0.83520466,0.55734384,False
0.9573079,0.47696203,False
0.99812853,0.39606583,False
0.86675286,0.5095625,False
0.7747072,0.523849,False
0.9716271,0.44476497,False
0.8758986,0.57118344,False
0.99470305,0.5283716,False
0.9985857,0.45871437,False
0.98238283,0.37485066,False
0.99301755,0.79728997,False
0.9325354,0.5348427,False
0.9776741,0.5135659,False
0.9836897,0.47103143,False
0.91994953,0.57606685,False
0.98886204,0.5703535,False
0.9198101,0.6619302,False
0.97860676,0.5871326,False
0.94415855,0.52211136,False
0.9494021,0.5481031,False
0.99981785,0.63483274,False
0.94471884,0.5853841,False
0.98395455,0.5941703,False
0.97485286,0.6681036,False
0.9369074,0.48313457,False
0.9742635,0.5693444,False
0.9742291,0.51137626,False
0.98955476,0.701043,False
0.9433254,0.7666805,False
0.8845177,0.49794626,False
0.8515718,0.44383314,False
0.94763017,0.5282048,False
0.9560461,0.9494661,False
0.9403825,0.37360454,False
0.99988335,0.6976737,False
0.9951021,0.6658941,False
0.945781,0.55961734,False
0.8323029,0.5820761,False
0.9988117,0.5717863,False
0.99704194,0.53055006,False
0.9996656,0.44181,False
0.9360446,0.6026109,False
0.7822226,0.48474932,False
0.9997657,0.45240453,False
0.91623265,0.73867106,False
0.9661299,0.741254,False
0.9854224,0.44828904,False
0.891899,0.4818691,False
0.99280083,0.34231138,False
0.9980126,0.63391715,False
0.9895868,0.64793265,False
0.9590668,0.60910684,False
0.99720883,0.63873136,False
0.9676465,0.6226018,False
0.9999877,0.583115,False
0.9994055,0.6605998,False
0.9259134,0.5555283,False
0.95663106,0.56542397,False
0.98345083,0.82872486,False
0.97012824,0.39284986,False
0.9935878,0.59709513,False
0.99837124,0.47684416,False
0.89169127,0.6371844,False
0.84595156,0.5836189,False
0.996662,0.47034144,False
0.9998976,0.35279885,False
0.9758209,0.668976,False
0.8738055,0.4414724,False
0.99998856,0.52760494,False
0.88608134,0.5066415,False
0.74593127,0.53450966,False
0.99097013,0.3974506,False
0.92697084,0.4511137,False
0.823007,0.7462338,False
0.9886902,0.5703683,False
0.9922964,0.59560096,False
0.99390197,0.566664,False
0.9743993,0.42807603,False
0.8070302,0.72454226,False
0.98835295,0.5289265,False
0.78744495,0.5084038,False
0.9992787,0.5616039,False
0.86422974,0.5328256,False
0.872633,0.5973456,False
0.9761693,0.63468826,False
0.9860314,0.47237027,False
0.74879694,0.5569344,False
0.9789196,0.59842265,False
0.8020559,0.5227268,False
0.98672104,0.50107294,False
0.94462585,0.53740966,False
0.93414354,0.4809288,False
0.84999406,0.5548438,False
0.76099455,0.53755677,False
0.9998709,0.52998453,False
0.88707584,0.48925787,False
0.9317595,0.5352844,False
0.87018317,0.5666298,False
0.87279534,0.50728405,False
0.970682,0.76033014,False
0.953362,0.7264648,False
0.7957909,0.66252565,False
0.8806418,0.62930703,False
0.98042816,0.55194014,False
0.88359046,0.40264973,False
0.89963704,0.3597963,False
0.9384429,0.6300692,False
0.99918735,0.54116654,False
0.88065606,0.65702295,False
0.8720313,0.51976055,False
0.98420054,0.49481487,False
0.9783051,0.5756314,False
0.85096264,0.47215232,False
0.97511065,0.5729714,False
0.9999999,0.72931904,False
0.88513166,0.53054154,False
0.8241047,0.54302645,False
0.9805358,0.582616,False
0.9900244,0.46142763,False
0.954406,0.48304892,False
0.9421338,0.44141203,False
0.8127261,0.55883646,False
0.95875835,0.5111054,False
0.7698361,0.5497689,False
0.88926864,0.6523535,False
0.8700596,0.5147439,False
0.99973255,0.39363563,False
0.86355114,0.57978296,False
0.96309316,0.5061649,False
